run_number,layers,heads,epochs,train_steps,context_length,embd_dim,batch_size,domain_config,domain_id,experiment_type,use_standard_dataset,debug_mode,status
378,2,4,400,100000,24,32,256,domains.ini,C,comparison,true,false,completed
379,2,4,400,100000,24,32,512,domains.ini,A,comparison,true,false,completed
380,2,4,400,100000,24,32,512,domains.ini,C,comparison,true,false,completed
381,2,4,400,100000,24,64,256,domains.ini,A,comparison,true,false,completed
382,2,4,400,100000,24,64,256,domains.ini,C,comparison,true,false,completed
383,2,4,400,100000,24,64,512,domains.ini,A,comparison,true,false,completed
384,2,4,400,100000,24,64,512,domains.ini,C,comparison,true,false,completed
385,2,4,400,100000,48,16,256,domains.ini,A,comparison,true,false,launched
386,2,4,400,100000,48,16,256,domains.ini,C,comparison,true,false,launched
387,2,4,400,100000,48,16,512,domains.ini,A,comparison,true,false,completed
388,2,4,400,100000,48,16,512,domains.ini,C,comparison,true,false,completed
389,2,4,400,100000,48,32,256,domains.ini,A,comparison,true,false,launched
390,2,4,400,100000,48,32,256,domains.ini,C,comparison,true,false,launched
391,2,4,400,100000,48,32,512,domains.ini,A,comparison,true,false,completed
392,2,4,400,100000,48,32,512,domains.ini,C,comparison,true,false,launched
393,2,4,400,100000,48,64,256,domains.ini,A,comparison,true,false,launched
394,2,4,400,100000,48,64,256,domains.ini,C,comparison,true,false,launched
395,2,4,400,100000,48,64,512,domains.ini,A,comparison,true,false,completed
396,2,4,400,100000,48,64,512,domains.ini,C,comparison,true,false,launched
397,2,4,400,400000,12,16,256,domains.ini,A,comparison,true,false,launched
398,2,4,400,400000,12,16,256,domains.ini,C,comparison,true,false,launched
399,2,4,400,400000,12,16,512,domains.ini,A,comparison,true,false,completed
400,2,4,400,400000,12,16,512,domains.ini,C,comparison,true,false,completed
401,2,4,400,400000,12,32,256,domains.ini,A,comparison,true,false,completed
402,2,4,400,400000,12,32,256,domains.ini,C,comparison,true,false,launched
403,2,4,400,400000,12,32,512,domains.ini,A,comparison,true,false,completed
404,2,4,400,400000,12,32,512,domains.ini,C,comparison,true,false,completed
405,2,4,400,400000,12,64,256,domains.ini,A,comparison,true,false,completed
406,2,4,400,400000,12,64,256,domains.ini,C,comparison,true,false,launched
407,2,4,400,400000,12,64,512,domains.ini,A,comparison,true,false,completed
408,2,4,400,400000,12,64,512,domains.ini,C,comparison,true,false,completed
409,2,4,400,400000,24,16,256,domains.ini,A,comparison,true,false,completed
410,2,4,400,400000,24,16,256,domains.ini,C,comparison,true,false,completed
411,2,4,400,400000,24,16,512,domains.ini,A,comparison,true,false,completed
412,2,4,400,400000,24,16,512,domains.ini,C,comparison,true,false,completed
413,2,4,400,400000,24,32,256,domains.ini,A,comparison,true,false,launched
414,2,4,400,400000,24,32,256,domains.ini,C,comparison,true,false,completed
415,2,4,400,400000,24,32,512,domains.ini,A,comparison,true,false,completed
416,2,4,400,400000,24,32,512,domains.ini,C,comparison,true,false,completed
417,2,4,400,400000,24,64,256,domains.ini,A,comparison,true,false,completed
418,2,4,400,400000,24,64,256,domains.ini,C,comparison,true,false,completed
419,2,4,400,400000,24,64,512,domains.ini,A,comparison,true,false,completed
420,2,4,400,400000,24,64,512,domains.ini,C,comparison,true,false,launched
421,2,4,400,400000,48,16,256,domains.ini,A,comparison,true,false,launched
422,2,4,400,400000,48,16,256,domains.ini,C,comparison,true,false,launched
423,2,4,400,400000,48,16,512,domains.ini,A,comparison,true,false,completed
424,2,4,400,400000,48,16,512,domains.ini,C,comparison,true,false,completed
425,2,4,400,400000,48,32,256,domains.ini,A,comparison,true,false,launched
426,2,4,400,400000,48,32,256,domains.ini,C,comparison,true,false,launched
427,2,4,400,400000,48,32,512,domains.ini,A,comparison,true,false,completed
428,2,4,400,400000,48,32,512,domains.ini,C,comparison,true,false,completed
429,2,4,400,400000,48,64,256,domains.ini,A,comparison,true,false,launched
430,2,4,400,400000,48,64,256,domains.ini,C,comparison,true,false,launched
431,2,4,400,400000,48,64,512,domains.ini,A,comparison,true,false,launched
432,2,4,400,400000,48,64,512,domains.ini,C,comparison,true,false,launched
433,4,1,400,100000,12,16,256,domains.ini,A,comparison,true,false,completed
434,4,1,400,100000,12,16,256,domains.ini,C,comparison,true,false,completed
435,4,1,400,100000,12,16,512,domains.ini,A,comparison,true,false,completed
436,4,1,400,100000,12,16,512,domains.ini,C,comparison,true,false,completed
437,4,1,400,100000,12,32,256,domains.ini,A,comparison,true,false,completed
438,4,1,400,100000,12,32,256,domains.ini,C,comparison,true,false,completed
439,4,1,400,100000,12,32,512,domains.ini,A,comparison,true,false,completed
440,4,1,400,100000,12,32,512,domains.ini,C,comparison,true,false,launched
441,4,1,400,100000,12,64,256,domains.ini,A,comparison,true,false,completed
442,4,1,400,100000,12,64,256,domains.ini,C,comparison,true,false,completed
443,4,1,400,100000,12,64,512,domains.ini,A,comparison,true,false,completed
444,4,1,400,100000,12,64,512,domains.ini,C,comparison,true,false,completed
445,4,1,400,100000,24,16,256,domains.ini,A,comparison,true,false,completed
446,4,1,400,100000,24,16,256,domains.ini,C,comparison,true,false,completed
447,4,1,400,100000,24,16,512,domains.ini,A,comparison,true,false,completed
448,4,1,400,100000,24,16,512,domains.ini,C,comparison,true,false,completed
449,4,1,400,100000,24,32,256,domains.ini,A,comparison,true,false,completed
450,4,1,400,100000,24,32,256,domains.ini,C,comparison,true,false,completed
451,4,1,400,100000,24,32,512,domains.ini,A,comparison,true,false,completed
452,4,1,400,100000,24,32,512,domains.ini,C,comparison,true,false,completed
453,4,1,400,100000,24,64,256,domains.ini,A,comparison,true,false,completed
454,4,1,400,100000,24,64,256,domains.ini,C,comparison,true,false,completed
455,4,1,400,100000,24,64,512,domains.ini,A,comparison,true,false,completed
456,4,1,400,100000,24,64,512,domains.ini,C,comparison,true,false,completed
457,4,1,400,100000,48,16,256,domains.ini,A,comparison,true,false,launched
458,4,1,400,100000,48,16,256,domains.ini,C,comparison,true,false,launched
459,4,1,400,100000,48,16,512,domains.ini,A,comparison,true,false,launched
460,4,1,400,100000,48,16,512,domains.ini,C,comparison,true,false,launched
461,4,1,400,100000,48,32,256,domains.ini,A,comparison,true,false,launched
462,4,1,400,100000,48,32,256,domains.ini,C,comparison,true,false,launched
463,4,1,400,100000,48,32,512,domains.ini,A,comparison,true,false,launched
464,4,1,400,100000,48,32,512,domains.ini,C,comparison,true,false,launched
465,4,1,400,100000,48,64,256,domains.ini,A,comparison,true,false,launched
466,4,1,400,100000,48,64,256,domains.ini,C,comparison,true,false,launched
467,4,1,400,100000,48,64,512,domains.ini,A,comparison,true,false,launched
468,4,1,400,100000,48,64,512,domains.ini,C,comparison,true,false,launched
469,4,1,400,400000,12,16,256,domains.ini,A,comparison,true,false,completed
470,4,1,400,400000,12,16,256,domains.ini,C,comparison,true,false,completed
471,4,1,400,400000,12,16,512,domains.ini,A,comparison,true,false,launched
472,4,1,400,400000,12,16,512,domains.ini,C,comparison,true,false,completed
473,4,1,400,400000,12,32,256,domains.ini,A,comparison,true,false,completed
474,4,1,400,400000,12,32,256,domains.ini,C,comparison,true,false,completed
475,4,1,400,400000,12,32,512,domains.ini,A,comparison,true,false,completed
476,4,1,400,400000,12,32,512,domains.ini,C,comparison,true,false,completed
477,4,1,400,400000,12,64,256,domains.ini,A,comparison,true,false,completed
478,4,1,400,400000,12,64,256,domains.ini,C,comparison,true,false,launched
479,4,1,400,400000,12,64,512,domains.ini,A,comparison,true,false,completed
480,4,1,400,400000,12,64,512,domains.ini,C,comparison,true,false,completed
481,4,1,400,400000,24,16,256,domains.ini,A,comparison,true,false,completed
482,4,1,400,400000,24,16,256,domains.ini,C,comparison,true,false,completed
483,4,1,400,400000,24,16,512,domains.ini,A,comparison,true,false,completed
484,4,1,400,400000,24,16,512,domains.ini,C,comparison,true,false,completed
485,4,1,400,400000,24,32,256,domains.ini,A,comparison,true,false,completed
486,4,1,400,400000,24,32,256,domains.ini,C,comparison,true,false,completed
487,4,1,400,400000,24,32,512,domains.ini,A,comparison,true,false,completed
488,4,1,400,400000,24,32,512,domains.ini,C,comparison,true,false,completed
489,4,1,400,400000,24,64,256,domains.ini,A,comparison,true,false,completed
490,4,1,400,400000,24,64,256,domains.ini,C,comparison,true,false,completed
491,4,1,400,400000,24,64,512,domains.ini,A,comparison,true,false,completed
492,4,1,400,400000,24,64,512,domains.ini,C,comparison,true,false,completed
493,4,1,400,400000,48,16,256,domains.ini,A,comparison,true,false,launched
494,4,1,400,400000,48,16,256,domains.ini,C,comparison,true,false,launched
495,4,1,400,400000,48,16,512,domains.ini,A,comparison,true,false,launched
496,4,1,400,400000,48,16,512,domains.ini,C,comparison,true,false,launched
497,4,1,400,400000,48,32,256,domains.ini,A,comparison,true,false,launched
498,4,1,400,400000,48,32,256,domains.ini,C,comparison,true,false,launched
499,4,1,400,400000,48,32,512,domains.ini,A,comparison,true,false,launched
500,4,1,400,400000,48,32,512,domains.ini,C,comparison,true,false,launched
501,4,1,400,400000,48,64,256,domains.ini,A,comparison,true,false,launched
502,4,1,400,400000,48,64,256,domains.ini,C,comparison,true,false,launched
503,4,1,400,400000,48,64,512,domains.ini,A,comparison,true,false,launched
504,4,1,400,400000,48,64,512,domains.ini,C,comparison,true,false,launched
505,4,2,400,100000,12,16,256,domains.ini,A,comparison,true,false,completed
506,4,2,400,100000,12,16,256,domains.ini,C,comparison,true,false,completed
507,4,2,400,100000,12,16,512,domains.ini,A,comparison,true,false,completed
508,4,2,400,100000,12,16,512,domains.ini,C,comparison,true,false,launched
509,4,2,400,100000,12,32,256,domains.ini,A,comparison,true,false,completed
510,4,2,400,100000,12,32,256,domains.ini,C,comparison,true,false,completed
511,4,2,400,100000,12,32,512,domains.ini,A,comparison,true,false,completed
512,4,2,400,100000,12,32,512,domains.ini,C,comparison,true,false,completed
513,4,2,400,100000,12,64,256,domains.ini,A,comparison,true,false,completed
514,4,2,400,100000,12,64,256,domains.ini,C,comparison,true,false,completed
515,4,2,400,100000,12,64,512,domains.ini,A,comparison,true,false,completed
516,4,2,400,100000,12,64,512,domains.ini,C,comparison,true,false,completed
517,4,2,400,100000,24,16,256,domains.ini,A,comparison,true,false,completed
518,4,2,400,100000,24,16,256,domains.ini,C,comparison,true,false,completed
519,4,2,400,100000,24,16,512,domains.ini,A,comparison,true,false,completed
520,4,2,400,100000,24,16,512,domains.ini,C,comparison,true,false,completed
521,4,2,400,100000,24,32,256,domains.ini,A,comparison,true,false,completed
522,4,2,400,100000,24,32,256,domains.ini,C,comparison,true,false,completed
523,4,2,400,100000,24,32,512,domains.ini,A,comparison,true,false,completed
524,4,2,400,100000,24,32,512,domains.ini,C,comparison,true,false,completed
525,4,2,400,100000,24,64,256,domains.ini,A,comparison,true,false,launched
526,4,2,400,100000,24,64,256,domains.ini,C,comparison,true,false,completed
527,4,2,400,100000,24,64,512,domains.ini,A,comparison,true,false,completed
528,4,2,400,100000,24,64,512,domains.ini,C,comparison,true,false,completed
529,4,2,400,100000,48,16,256,domains.ini,A,comparison,true,false,launched
530,4,2,400,100000,48,16,256,domains.ini,C,comparison,true,false,launched
531,4,2,400,100000,48,16,512,domains.ini,A,comparison,true,false,launched
532,4,2,400,100000,48,16,512,domains.ini,C,comparison,true,false,launched
533,4,2,400,100000,48,32,256,domains.ini,A,comparison,true,false,launched
534,4,2,400,100000,48,32,256,domains.ini,C,comparison,true,false,launched
535,4,2,400,100000,48,32,512,domains.ini,A,comparison,true,false,launched
536,4,2,400,100000,48,32,512,domains.ini,C,comparison,true,false,launched
537,4,2,400,100000,48,64,256,domains.ini,A,comparison,true,false,launched
538,4,2,400,100000,48,64,256,domains.ini,C,comparison,true,false,launched
539,4,2,400,100000,48,64,512,domains.ini,A,comparison,true,false,launched
540,4,2,400,100000,48,64,512,domains.ini,C,comparison,true,false,launched
541,4,2,400,400000,12,16,256,domains.ini,A,comparison,true,false,completed
542,4,2,400,400000,12,16,256,domains.ini,C,comparison,true,false,completed
543,4,2,400,400000,12,16,512,domains.ini,A,comparison,true,false,completed
544,4,2,400,400000,12,16,512,domains.ini,C,comparison,true,false,completed
545,4,2,400,400000,12,32,256,domains.ini,A,comparison,true,false,completed
546,4,2,400,400000,12,32,256,domains.ini,C,comparison,true,false,completed
547,4,2,400,400000,12,32,512,domains.ini,A,comparison,true,false,completed
548,4,2,400,400000,12,32,512,domains.ini,C,comparison,true,false,completed
549,4,2,400,400000,12,64,256,domains.ini,A,comparison,true,false,completed
550,4,2,400,400000,12,64,256,domains.ini,C,comparison,true,false,completed
551,4,2,400,400000,12,64,512,domains.ini,A,comparison,true,false,completed
552,4,2,400,400000,12,64,512,domains.ini,C,comparison,true,false,completed
553,4,2,400,400000,24,16,256,domains.ini,A,comparison,true,false,launched
554,4,2,400,400000,24,16,256,domains.ini,C,comparison,true,false,completed
555,4,2,400,400000,24,16,512,domains.ini,A,comparison,true,false,completed
556,4,2,400,400000,24,16,512,domains.ini,C,comparison,true,false,completed
557,4,2,400,400000,24,32,256,domains.ini,A,comparison,true,false,completed
558,4,2,400,400000,24,32,256,domains.ini,C,comparison,true,false,completed
559,4,2,400,400000,24,32,512,domains.ini,A,comparison,true,false,completed
560,4,2,400,400000,24,32,512,domains.ini,C,comparison,true,false,completed
561,4,2,400,400000,24,64,256,domains.ini,A,comparison,true,false,completed
562,4,2,400,400000,24,64,256,domains.ini,C,comparison,true,false,completed
563,4,2,400,400000,24,64,512,domains.ini,A,comparison,true,false,completed
564,4,2,400,400000,24,64,512,domains.ini,C,comparison,true,false,completed
565,4,2,400,400000,48,16,256,domains.ini,A,comparison,true,false,launched
566,4,2,400,400000,48,16,256,domains.ini,C,comparison,true,false,launched
567,4,2,400,400000,48,16,512,domains.ini,A,comparison,true,false,launched
568,4,2,400,400000,48,16,512,domains.ini,C,comparison,true,false,launched
569,4,2,400,400000,48,32,256,domains.ini,A,comparison,true,false,launched
570,4,2,400,400000,48,32,256,domains.ini,C,comparison,true,false,launched
571,4,2,400,400000,48,32,512,domains.ini,A,comparison,true,false,launched
572,4,2,400,400000,48,32,512,domains.ini,C,comparison,true,false,launched
573,4,2,400,400000,48,64,256,domains.ini,A,comparison,true,false,launched
574,4,2,400,400000,48,64,256,domains.ini,C,comparison,true,false,launched
575,4,2,400,400000,48,64,512,domains.ini,A,comparison,true,false,launched
576,4,2,400,400000,48,64,512,domains.ini,C,comparison,true,false,launched
577,4,4,400,100000,12,16,256,domains.ini,A,comparison,true,false,completed
578,4,4,400,100000,12,16,256,domains.ini,C,comparison,true,false,completed
579,4,4,400,100000,12,16,512,domains.ini,A,comparison,true,false,completed
580,4,4,400,100000,12,16,512,domains.ini,C,comparison,true,false,completed
581,4,4,400,100000,12,32,256,domains.ini,A,comparison,true,false,completed
582,4,4,400,100000,12,32,256,domains.ini,C,comparison,true,false,completed
583,4,4,400,100000,12,32,512,domains.ini,A,comparison,true,false,completed
584,4,4,400,100000,12,32,512,domains.ini,C,comparison,true,false,completed
585,4,4,400,100000,12,64,256,domains.ini,A,comparison,true,false,completed
586,4,4,400,100000,12,64,256,domains.ini,C,comparison,true,false,completed
587,4,4,400,100000,12,64,512,domains.ini,A,comparison,true,false,completed
588,4,4,400,100000,12,64,512,domains.ini,C,comparison,true,false,completed
589,4,4,400,100000,24,16,256,domains.ini,A,comparison,true,false,completed
590,4,4,400,100000,24,16,256,domains.ini,C,comparison,true,false,launched
591,4,4,400,100000,24,16,512,domains.ini,A,comparison,true,false,completed
592,4,4,400,100000,24,16,512,domains.ini,C,comparison,true,false,completed
593,4,4,400,100000,24,32,256,domains.ini,A,comparison,true,false,completed
594,4,4,400,100000,24,32,256,domains.ini,C,comparison,true,false,completed
595,4,4,400,100000,24,32,512,domains.ini,A,comparison,true,false,completed
596,4,4,400,100000,24,32,512,domains.ini,C,comparison,true,false,completed
597,4,4,400,100000,24,64,256,domains.ini,A,comparison,true,false,completed
598,4,4,400,100000,24,64,256,domains.ini,C,comparison,true,false,completed
599,4,4,400,100000,24,64,512,domains.ini,A,comparison,true,false,completed
600,4,4,400,100000,24,64,512,domains.ini,C,comparison,true,false,completed
601,4,4,400,100000,48,16,256,domains.ini,A,comparison,true,false,launched
602,4,4,400,100000,48,16,256,domains.ini,C,comparison,true,false,launched
603,4,4,400,100000,48,16,512,domains.ini,A,comparison,true,false,launched
604,4,4,400,100000,48,16,512,domains.ini,C,comparison,true,false,launched
605,4,4,400,100000,48,32,256,domains.ini,A,comparison,true,false,launched
606,4,4,400,100000,48,32,256,domains.ini,C,comparison,true,false,launched
607,4,4,400,100000,48,32,512,domains.ini,A,comparison,true,false,launched
608,4,4,400,100000,48,32,512,domains.ini,C,comparison,true,false,launched
609,4,4,400,100000,48,64,256,domains.ini,A,comparison,true,false,launched
610,4,4,400,100000,48,64,256,domains.ini,C,comparison,true,false,launched
611,4,4,400,100000,48,64,512,domains.ini,A,comparison,true,false,launched
612,4,4,400,100000,48,64,512,domains.ini,C,comparison,true,false,launched
613,4,4,400,400000,12,16,256,domains.ini,A,comparison,true,false,completed
614,4,4,400,400000,12,16,256,domains.ini,C,comparison,true,false,completed
615,4,4,400,400000,12,16,512,domains.ini,A,comparison,true,false,completed
616,4,4,400,400000,12,16,512,domains.ini,C,comparison,true,false,completed
617,4,4,400,400000,12,32,256,domains.ini,A,comparison,true,false,completed
618,4,4,400,400000,12,32,256,domains.ini,C,comparison,true,false,completed
619,4,4,400,400000,12,32,512,domains.ini,A,comparison,true,false,completed
620,4,4,400,400000,12,32,512,domains.ini,C,comparison,true,false,completed
621,4,4,400,400000,12,64,256,domains.ini,A,comparison,true,false,completed
622,4,4,400,400000,12,64,256,domains.ini,C,comparison,true,false,completed
623,4,4,400,400000,12,64,512,domains.ini,A,comparison,true,false,completed
624,4,4,400,400000,12,64,512,domains.ini,C,comparison,true,false,completed
625,4,4,400,400000,24,16,256,domains.ini,A,comparison,true,false,completed
626,4,4,400,400000,24,16,256,domains.ini,C,comparison,true,false,completed
627,4,4,400,400000,24,16,512,domains.ini,A,comparison,true,false,completed
628,4,4,400,400000,24,16,512,domains.ini,C,comparison,true,false,completed
629,4,4,400,400000,24,32,256,domains.ini,A,comparison,true,false,completed
630,4,4,400,400000,24,32,256,domains.ini,C,comparison,true,false,completed
631,4,4,400,400000,24,32,512,domains.ini,A,comparison,true,false,completed
632,4,4,400,400000,24,32,512,domains.ini,C,comparison,true,false,completed
633,4,4,400,400000,24,64,256,domains.ini,A,comparison,true,false,completed
634,4,4,400,400000,24,64,256,domains.ini,C,comparison,true,false,completed
635,4,4,400,400000,24,64,512,domains.ini,A,comparison,true,false,completed
636,4,4,400,400000,24,64,512,domains.ini,C,comparison,true,false,completed
637,4,4,400,400000,48,16,256,domains.ini,A,comparison,true,false,launched
638,4,4,400,400000,48,16,256,domains.ini,C,comparison,true,false,launched
639,4,4,400,400000,48,16,512,domains.ini,A,comparison,true,false,launched
640,4,4,400,400000,48,16,512,domains.ini,C,comparison,true,false,launched
641,4,4,400,400000,48,32,256,domains.ini,A,comparison,true,false,launched
642,4,4,400,400000,48,32,256,domains.ini,C,comparison,true,false,launched
643,4,4,400,400000,48,32,512,domains.ini,A,comparison,true,false,launched
644,4,4,400,400000,48,32,512,domains.ini,C,comparison,true,false,launched
645,4,4,400,400000,48,64,256,domains.ini,A,comparison,true,false,launched
646,4,4,400,400000,48,64,256,domains.ini,C,comparison,true,false,launched
647,4,4,400,400000,48,64,512,domains.ini,A,comparison,true,false,launched
648,4,4,400,400000,48,64,512,domains.ini,C,comparison,true,false,pending
