model_id,experiment_type,domain_config,domain_id,model_type,num_samples,num_parameters,max_steps,run_number,sequence_length,n_layer,n_head,n_embd,epochs,max_lr,task_id,compile,predict,eval_interval,checkpoint_interval,enforce_data_epochs,batch_size,choice_only,best_val_full_loss,best_val_full_loss_step,best_val_choice_loss,best_val_choice_loss_step,best_val_reward_loss,best_val_reward_loss_step
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,37000,123,24,1,2,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7534263134002686,37000,0.2488437294960022,370,0.6493478417396545,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,74000,121,24,1,2,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7533162832260132,74000,0.281709611415863,740,0.6583355069160461,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,37000,124,24,1,2,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7534263134002686,37000,0.2488437294960022,370,0.6493478417396545,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,74000,122,24,1,2,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7533162832260132,74000,0.281709611415863,740,0.6583355069160461,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,37000,127,24,1,2,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7514007687568665,37000,0.2662138640880584,370,0.6178115010261536,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,37000,128,24,1,2,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7514007687568665,37000,0.2662138640880584,370,0.6178115010261536,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,74000,125,24,1,2,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7514495849609375,74000,0.2890256643295288,11100,0.6537328362464905,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,74000,126,24,1,2,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7514495849609375,74000,0.2890256643295288,11100,0.6537328362464905,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,37000,131,24,1,2,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7515029907226562,36260,0.2929178178310394,37000,0.6304891109466553,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,74000,129,24,1,2,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7526513338088989,70300,0.2829714715480804,740,0.6304923892021179,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,74000,130,24,1,2,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7526513338088989,70300,0.2829714715480804,740,0.6304923892021179,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,37000,132,24,1,2,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7515029907226562,36260,0.2929178178310394,37000,0.6304891109466553,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,35000,135,48,1,2,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7483521699905396,35000,0.2567889392375946,350,0.647434413433075,1050
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,35000,136,48,1,2,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7483521699905396,35000,0.2567889392375946,350,0.647434413433075,1050
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,70200,133,48,1,2,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7463060617446899,70200,0.2783598601818084,702,0.655086874961853,1404
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,70200,134,48,1,2,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7463060617446899,70200,0.2783598601818084,702,0.655086874961853,1404
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,70200,137,48,1,2,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7460796236991882,70200,0.2852528691291809,14742,0.6356509923934937,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,35000,139,48,1,2,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.745606541633606,33600,0.2734619379043579,350,0.6182429790496826,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,35000,140,48,1,2,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.745606541633606,33600,0.2734619379043579,350,0.6182429790496826,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,70200,138,48,1,2,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7460796236991882,70200,0.2852528691291809,14742,0.6356509923934937,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,35000,143,48,1,2,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7468926310539246,27300,0.292447954416275,35000,0.6289598345756531,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,70200,141,48,1,2,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7473157644271851,70200,0.2868970930576324,11232,0.6454625725746155,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,35000,144,48,1,2,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7468926310539246,27300,0.292447954416275,35000,0.6289598345756531,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,70200,142,48,1,2,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7473157644271851,70200,0.2868970930576324,11232,0.6454625725746155,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,37800,147,12,1,4,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.759529173374176,37800,0.2449563443660736,378,0.6528828144073486,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,37800,148,12,1,4,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.759529173374176,37800,0.2449563443660736,378,0.6528828144073486,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,37800,151,12,1,4,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586516737937927,37800,0.2690948247909546,378,0.6221305727958679,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,75800,146,12,1,4,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7591397166252136,75042,0.2839867770671844,758,0.654454231262207,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,75800,145,12,1,4,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7591397166252136,75042,0.2839867770671844,758,0.654454231262207,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,37800,152,12,1,4,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586516737937927,37800,0.2690948247909546,378,0.6221305727958679,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,75800,149,12,1,4,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585779428482056,75800,0.2867145240306854,1516,0.6487894058227539,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,75800,150,12,1,4,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585779428482056,75800,0.2867145240306854,1516,0.6487894058227539,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,37800,155,12,1,4,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7592822313308716,30240,0.2943209111690521,23436,0.6334603428840637,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,37800,156,12,1,4,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7592822313308716,30240,0.2943209111690521,23436,0.6334603428840637,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,75800,153,12,1,4,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7596799731254578,70494,0.2812923789024353,1516,0.6356212496757507,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,75800,154,12,1,4,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7596799731254578,70494,0.2812923789024353,1516,0.6356212496757507,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,37000,159,24,1,4,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526038289070129,37000,0.2488264739513397,370,0.6494841575622559,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,37000,160,24,1,4,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526038289070129,37000,0.2488264739513397,370,0.6494841575622559,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,74000,157,24,1,4,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7525356411933899,74000,0.2814571559429168,740,0.6584973931312561,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,37000,163,24,1,4,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509945631027222,37000,0.2663748264312744,370,0.6181812882423401,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,37000,164,24,1,4,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509945631027222,37000,0.2663748264312744,370,0.6181812882423401,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,74000,158,24,1,4,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7525356411933899,74000,0.2814571559429168,740,0.6584973931312561,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,74000,161,24,1,4,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7514001131057739,74000,0.289298802614212,2960,0.6537386775016785,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,74000,162,24,1,4,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7514001131057739,74000,0.289298802614212,2960,0.6537386775016785,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,37000,167,24,1,4,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.752601146697998,26640,0.2923676371574402,1110,0.6304708123207092,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,37000,168,24,1,4,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.752601146697998,26640,0.2923676371574402,1110,0.6304708123207092,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,74000,165,24,1,4,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.753803014755249,20720,0.2879707813262939,740,0.6304733157157898,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,74000,166,24,1,4,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.753803014755249,20720,0.2879707813262939,740,0.6304733157157898,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,70200,169,48,1,4,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7470617294311523,70200,0.2797859013080597,702,0.6537149548530579,1404
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,35000,171,48,1,4,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7474446296691895,35000,0.2568064033985138,350,0.6469895243644714,1050
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,70200,170,48,1,4,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7470617294311523,70200,0.2797859013080597,702,0.6537149548530579,1404
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,35000,175,48,1,4,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7447813153266907,35000,0.2731184959411621,350,0.6185621023178101,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,70200,174,48,1,4,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7444748878479004,70200,0.2843282520771026,21762,0.6356590390205383,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,35000,179,48,1,4,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.748396098613739,24850,0.2895932495594024,1050,0.6288573741912842,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,70200,177,48,1,4,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7474919557571411,16146,0.2856454253196716,13338,0.6454671025276184,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,35000,180,48,1,4,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.748396098613739,24850,0.2895932495594024,1050,0.6288573741912842,350
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,37800,183,12,1,4,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.759529173374176,37800,0.2449563443660736,378,0.6528828144073486,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,37800,184,12,1,4,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.759529173374176,37800,0.2449563443660736,378,0.6528828144073486,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,75800,181,12,1,4,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7591397166252136,75042,0.2839867770671844,758,0.654454231262207,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,3568,75800,182,12,1,4,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7591397166252136,75042,0.2839867770671844,758,0.654454231262207,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,37800,188,12,1,4,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7586516737937927,37800,0.2690948247909546,378,0.6221305727958679,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,75800,185,12,1,4,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585779428482056,75800,0.2867145240306854,1516,0.6487894058227539,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,13280,75800,186,12,1,4,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7585779428482056,75800,0.2867145240306854,1516,0.6487894058227539,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,37800,191,12,1,4,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7592822313308716,30240,0.2943209111690521,23436,0.6334603428840637,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,75800,189,12,1,4,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7596799731254578,70494,0.2812923789024353,1516,0.6356212496757507,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,37800,192,12,1,4,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7592822313308716,30240,0.2943209111690521,23436,0.6334603428840637,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,51136,75800,190,12,1,4,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7596799731254578,70494,0.2812923789024353,1516,0.6356212496757507,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,37000,195,24,1,4,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526038289070129,37000,0.2488264739513397,370,0.6494841575622559,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,37000,196,24,1,4,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526038289070129,37000,0.2488264739513397,370,0.6494841575622559,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,74000,193,24,1,4,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7525356411933899,74000,0.2814571559429168,740,0.6584973931312561,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,3760,74000,194,24,1,4,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7525356411933899,74000,0.2814571559429168,740,0.6584973931312561,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,37000,199,24,1,4,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509945631027222,37000,0.2663748264312744,370,0.6181812882423401,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,74000,197,24,1,4,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7514001131057739,74000,0.289298802614212,2960,0.6537386775016785,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,37000,200,24,1,4,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7509945631027222,37000,0.2663748264312744,370,0.6181812882423401,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,13664,74000,198,24,1,4,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7514001131057739,74000,0.289298802614212,2960,0.6537386775016785,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,37000,203,24,1,4,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.752601146697998,26640,0.2923676371574402,1110,0.6304708123207092,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,74000,201,24,1,4,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.753803014755249,20720,0.2879707813262939,740,0.6304733157157898,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,74000,202,24,1,4,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.753803014755249,20720,0.2879707813262939,740,0.6304733157157898,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,51904,37000,204,24,1,4,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.752601146697998,26640,0.2923676371574402,1110,0.6304708123207092,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,35000,207,48,1,4,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7474446296691895,35000,0.2568064033985138,350,0.6469895243644714,1050
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,70200,205,48,1,4,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7470617294311523,70200,0.2797859013080597,702,0.6537149548530579,1404
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,70200,206,48,1,4,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7470617294311523,70200,0.2797859013080597,702,0.6537149548530579,1404
sweep,comparison,domains.ini,shared_A_C,GPT,35M,4144,35000,208,48,1,4,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7474446296691895,35000,0.2568064033985138,350,0.6469895243644714,1050
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,35000,211,48,1,4,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7447813153266907,35000,0.2731184959411621,350,0.6185621023178101,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,70200,209,48,1,4,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7444748878479004,70200,0.2843282520771026,21762,0.6356590390205383,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,35000,212,48,1,4,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7447813153266907,35000,0.2731184959411621,350,0.6185621023178101,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,14432,70200,210,48,1,4,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7444748878479004,70200,0.2843282520771026,21762,0.6356590390205383,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,70200,213,48,1,4,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7474919557571411,16146,0.2856454253196716,13338,0.6454671025276184,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,70200,214,48,1,4,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7474919557571411,16146,0.2856454253196716,13338,0.6454671025276184,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,35000,215,48,1,4,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.748396098613739,24850,0.2895932495594024,1050,0.6288573741912842,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,53440,35000,216,48,1,4,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.748396098613739,24850,0.2895932495594024,1050,0.6288573741912842,350
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,219,12,2,1,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.75865238904953,37800,0.2485304921865463,378,0.6317262053489685,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,220,12,2,1,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.75865238904953,37800,0.2485304921865463,378,0.6317262053489685,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,217,12,2,1,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7584851980209351,75800,0.2852976024150848,758,0.6400048136711121,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,218,12,2,1,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7584851980209351,75800,0.2852976024150848,758,0.6400048136711121,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,223,12,2,1,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585045695304871,37800,0.2638149261474609,378,0.6143566966056824,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,37800,224,12,2,1,32,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7585045695304871,37800,0.2638149261474609,378,0.6143566966056824,378
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,221,12,2,1,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586312294006348,75800,0.2760386168956756,1516,0.660903811454773,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,25984,75800,222,12,2,1,32,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7586312294006348,75800,0.2760386168956756,1516,0.660903811454773,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,227,12,2,1,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7595254778862,18144,0.2907182276248932,756,0.629150927066803,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,37800,228,12,2,1,64,400,0.0006,,False,False,378,1000000.0,False,512,False,0.7595254778862,18144,0.2907182276248932,756,0.629150927066803,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,225,12,2,1,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7604095935821533,66704,0.2833666205406189,1516,0.6291761994361877,0
sweep,comparison,domains.ini,shared_A_C,GPT,38M,101120,75800,226,12,2,1,64,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7604095935821533,66704,0.2833666205406189,1516,0.6291761994361877,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,231,24,2,1,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7516236901283264,37000,0.2485237419605255,370,0.6381329298019409,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,37000,232,24,2,1,16,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7516236901283264,37000,0.2485237419605255,370,0.6381329298019409,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,229,24,2,1,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.750165581703186,73260,0.285646378993988,2960,0.6470909118652344,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,7040,74000,230,24,2,1,16,400,0.0006,,False,False,740,1000000.0,False,256,False,0.750165581703186,73260,0.285646378993988,2960,0.6470909118652344,740
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,235,24,2,1,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7506564259529114,33300,0.2703064680099487,370,0.6079561114311218,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,37000,236,24,2,1,32,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7506564259529114,33300,0.2703064680099487,370,0.6079561114311218,370
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,233,24,2,1,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7507449388504028,70300,0.2803031206130981,740,0.6431906819343567,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,26368,74000,234,24,2,1,32,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7507449388504028,70300,0.2803031206130981,740,0.6431906819343567,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,239,24,2,1,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526004314422607,12580,0.2830080091953277,740,0.6194489598274231,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,37000,240,24,2,1,64,400,0.0006,,False,False,370,1000000.0,False,512,False,0.7526004314422607,12580,0.2830080091953277,740,0.6194489598274231,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,238,24,2,1,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7524784803390503,17760,0.2882715463638305,740,0.6194688081741333,0
sweep,comparison,domains.ini,shared_A_C,GPT,37M,101888,74000,237,24,2,1,64,400,0.0006,,False,False,740,1000000.0,False,256,False,0.7524784803390503,17760,0.2882715463638305,740,0.6194688081741333,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,243,48,2,1,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441542744636536,34650,0.2590536475181579,350,0.6130172610282898,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,35000,244,48,2,1,16,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7441542744636536,34650,0.2590536475181579,350,0.6130172610282898,700
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,241,48,2,1,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7430725693702698,70200,0.2854230403900146,702,0.6229363083839417,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,7424,70200,242,48,2,1,16,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7430725693702698,70200,0.2854230403900146,702,0.6229363083839417,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,247,48,2,1,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436785101890564,32900,0.2669819891452789,350,0.6168762445449829,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,247,48,2,1,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436785101890564,32900,0.2669819891452789,350,0.6168762445449829,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,245,48,2,1,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.743552029132843,31590,0.2853769659996032,19656,0.6468244194984436,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,35000,248,48,2,1,32,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7436785101890564,32900,0.2669819891452789,350,0.6168762445449829,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,27136,70200,246,48,2,1,32,400,0.0006,,False,False,702,1000000.0,False,256,False,0.743552029132843,31590,0.2853769659996032,19656,0.6468244194984436,0
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,249,48,2,1,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7447896599769592,14040,0.2864654958248138,4212,0.645534873008728,702
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,251,48,2,1,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7446004748344421,5250,0.284354418516159,3500,0.6235909461975098,350
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,70200,250,48,2,1,64,400,0.0006,,False,False,702,1000000.0,False,256,False,0.7447896599769592,14040,0.2864654958248138,4212,0.645534873008728,702
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,255,12,2,1,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.75865238904953,37800,0.2485304921865463,378,0.6317262053489685,756
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,253,12,2,1,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7584851980209351,75800,0.2852976024150848,758,0.6400048136711121,758
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,37800,256,12,2,1,16,400,0.0006,,False,False,378,1000000.0,False,512,False,0.75865238904953,37800,0.2485304921865463,378,0.6317262053489685,756
sweep,comparison,domains.ini,shared_A_C,GPT,35M,103424,35000,252,48,2,1,64,400,0.0006,,False,False,350,1000000.0,False,512,False,0.7446004748344421,5250,0.284354418516159,3500,0.6235909461975098,350
sweep,comparison,domains.ini,shared_A_C,GPT,38M,6848,75800,254,12,2,1,16,400,0.0006,,False,False,758,1000000.0,False,256,False,0.7584851980209351,75800,0.2852976024150848,758,0.6400048136711121,758
